,場次,季賽場次,比賽時間,年紀,所在隊伍,主客場,對手,是否先發,上場時間,二分球命中數,二分球投球數,二分球命中率,三分球命中數,三分球投球數,三分球命中率,罰球命中數,罰球投球數,罰球命中率,進攻籃板,防守籃板,全部籃板,助攻,抄截,火鍋,失誤,犯規,得分,Game Score(貢獻值),正負值,勝分,輸贏
0,69,69,2005-04-01,20-092,CLE,0,SAC,1,44:00,13,21,0.619,2,4,0.5,7,10,0.7,0,8,8,9,2,0,7,2,35,27.2,-15,-19,L
0,70,70,2005-04-03,20-094,CLE,0,DAL,1,48:00,10,23,0.435,4,8,0.5,13,13,1.0,2,8,10,7,2,1,6,3,37,29.1,20,+20,W
0,71,71,2005-04-05,20-096,CLE,0,NJN,1,40:00,9,19,0.474,3,6,0.5,3,6,0.5,2,7,9,4,2,2,6,2,24,16.0,-21,-31,L
0,72,72,2005-04-06,20-097,CLE,1,IND,1,33:00,9,18,0.5,0,3,0.0,2,4,0.5,2,2,4,3,1,0,2,2,20,12.5,-15,-21,L
0,73,73,2005-04-08,20-099,CLE,1,PHI,1,48:00,12,30,0.4,2,6,0.33299999999999996,11,11,1.0,4,9,13,7,5,0,5,1,37,30.8,-5,-5,L
0,74,74,2005-04-09,20-100,CLE,0,MIL,1,47:00,15,26,0.5770000000000001,7,13,0.5379999999999999,3,3,1.0,1,9,10,10,2,1,3,2,40,37.1,13,+17,W
0,75,75,2005-04-11,20-102,CLE,1,ORL,1,48:00,12,23,0.522,1,6,0.16699999999999998,8,10,0.8,1,6,7,6,5,1,2,4,33,29.7,8,+8,W
0,76,76,2005-04-14,20-105,CLE,0,NYK,1,42:00,7,25,0.28,4,13,0.308,9,14,0.643,1,17,18,7,2,2,4,3,27,19.2,1,-6,L
0,77,77,2005-04-15,20-106,CLE,1,WAS,1,48:00,16,33,0.485,1,6,0.16699999999999998,5,8,0.625,2,4,6,6,1,0,1,3,38,25.7,-8,-8,L
0,78,78,2005-04-17,20-108,CLE,1,DET,1,45:00,12,35,0.34299999999999997,2,7,0.28600000000000003,11,14,0.7859999999999999,3,8,11,6,0,1,1,0,37,24.5,-6,-3,L
0,79,79,2005-04-19,20-110,CLE,0,BOS,1,47:00,13,27,0.48100000000000004,2,3,0.667,4,5,0.8,1,7,8,6,5,0,3,3,32,25.7,13,+14,W
0,80,80,2005-04-20,20-111,CLE,1,TOR,1,48:00,10,23,0.435,2,8,0.25,5,10,0.5,2,12,14,14,0,1,2,1,27,26.0,9,+9,W
0,1,1,2005-11-02,20-307,CLE,0,NOK,1,33:23,9,16,0.563,6,7,0.857,7,8,0.875,1,2,3,4,2,0,3,3,31,24.9,22,+22,W
0,2,2,2005-11-04,20-309,CLE,1,SAS,1,36:34,7,16,0.43799999999999994,0,3,0.0,6,7,0.857,0,6,6,4,0,1,3,3,20,12.3,-19,-26,L
0,3,3,2005-11-05,20-310,CLE,1,MEM,1,40:51,14,29,0.483,4,9,0.444,4,5,0.8,0,2,2,6,2,0,2,2,36,24.9,-3,-7,L
0,4,4,2005-11-07,20-312,CLE,1,TOR,1,36:28,9,17,0.529,0,2,0.0,9,12,0.75,0,3,3,6,1,2,1,3,27,22.8,0,+12,W
0,5,5,2005-11-09,20-314,CLE,0,SEA,1,35:38,10,18,0.556,0,2,0.0,11,11,1.0,1,4,5,1,0,1,4,1,31,21.3,25,+27,W
0,6,6,2005-11-11,20-316,CLE,0,MEM,1,25:40,5,11,0.455,0,1,0.0,6,6,1.0,1,5,6,2,3,1,3,5,16,12.6,24,+19,W
0,7,7,2005-11-13,20-318,CLE,1,ORL,1,48:54,9,20,0.45,1,4,0.25,7,11,0.636,0,5,5,3,0,1,2,2,26,15.5,7,+8,W
0,8,8,2005-11-15,20-320,CLE,0,WAS,1,42:26,15,23,0.652,2,3,0.667,5,5,1.0,1,9,10,4,0,2,3,1,37,31.1,17,+15,W
0,9,9,2005-11-18,20-323,CLE,0,ORL,1,33:56,6,17,0.353,0,3,0.0,4,6,0.667,1,5,6,4,2,0,4,2,16,7.9,25,+18,W
0,10,10,2005-11-19,20-324,CLE,1,PHI,1,46:51,14,24,0.583,0,2,0.0,8,10,0.8,2,9,11,10,1,1,5,1,36,31.4,8,+3,W
0,11,11,2005-11-22,20-327,CLE,0,BOS,1,40:59,13,20,0.65,1,3,0.33299999999999996,9,11,0.818,0,5,5,4,2,2,1,4,36,31.5,14,+22,W
0,12,12,2005-11-24,20-329,CLE,1,IND,1,43:02,6,20,0.3,0,4,0.0,7,11,0.636,1,9,10,4,5,1,6,4,19,10.1,-18,-22,L
0,13,13,2005-11-26,20-331,CLE,0,MIN,1,44:04,13,29,0.44799999999999995,6,11,0.545,6,6,1.0,2,3,5,2,4,0,2,2,38,27.8,-3,-4,L
0,14,14,2005-11-30,20-335,CLE,0,LAC,1,49:56,7,20,0.35,0,3,0.0,14,17,0.8240000000000001,0,7,7,9,1,1,6,1,28,19.3,6,+7,W
0,15,15,2005-12-02,20-337,CLE,1,SEA,1,45:07,14,27,0.519,0,5,0.0,6,8,0.75,0,3,3,8,1,3,1,1,34,28.1,-2,-7,L
0,16,16,2005-12-03,20-338,CLE,1,LAC,1,44:41,8,25,0.32,3,5,0.6,11,14,0.7859999999999999,0,5,5,6,1,1,1,3,30,19.7,-11,-12,L
0,17,17,2005-12-06,20-341,CLE,1,SAC,1,44:19,10,23,0.435,1,5,0.2,9,12,0.75,2,4,6,6,2,3,5,2,30,21.8,3,+5,W
0,18,18,2005-12-09,20-344,CLE,0,NJN,1,44:49,11,26,0.423,0,4,0.0,10,15,0.667,2,4,6,3,0,1,7,3,32,13.4,-4,-9,L
0,19,19,2005-12-10,20-345,CLE,1,MIL,1,42:48,19,29,0.655,5,9,0.556,9,10,0.9,0,7,7,7,2,0,3,5,52,42.9,-3,-5,L
0,20,20,2005-12-13,20-348,CLE,0,ATL,1,45:08,13,23,0.565,3,6,0.5,10,16,0.625,0,10,10,6,2,0,6,5,39,26.9,-4,-6,L
0,21,21,2005-12-15,20-350,CLE,0,DEN,1,45:06,11,18,0.611,1,4,0.25,3,6,0.5,0,4,4,9,1,0,3,3,26,20.9,16,+9,W
0,22,22,2005-12-17,20-352,CLE,0,MIA,1,46:23,12,19,0.632,2,4,0.5,15,16,0.938,0,5,5,10,1,0,4,3,41,36.4,9,+8,W
0,23,23,2005-12-20,20-355,CLE,0,UTA,1,28:55,8,12,0.667,1,1,1.0,8,9,0.889,2,4,6,4,3,2,5,1,25,23.8,20,+25,W
0,24,24,2005-12-22,20-357,CLE,1,CHI,1,43:51,12,25,0.48,4,6,0.667,9,13,0.6920000000000001,0,5,5,6,4,0,2,2,37,29.6,15,+8,W
0,25,25,2005-12-23,20-358,CLE,0,IND,1,43:51,4,16,0.25,0,1,0.0,6,11,0.545,1,7,8,9,1,0,3,1,14,9.1,1,+5,W
0,26,26,2005-12-26,20-361,CLE,0,CHI,1,44:58,12,25,0.48,0,5,0.0,8,12,0.667,1,7,8,6,2,2,2,0,32,26.1,14,+11,W
0,27,27,2005-12-27,20-362,CLE,1,NJN,1,40:18,12,21,0.5710000000000001,1,5,0.2,6,9,0.667,1,9,10,8,2,0,4,3,31,25.7,-2,-5,L
0,28,28,2005-12-31,21-001,CLE,0,DET,1,44:33,11,22,0.5,2,5,0.4,6,7,0.857,1,6,7,7,4,1,5,2,30,24.9,5,+13,W
0,29,29,2006-01-04,21-005,CLE,1,MIL,1,45:42,12,29,0.414,2,8,0.25,6,7,0.857,2,9,11,11,5,1,4,1,32,29.2,8,+7,W
0,30,30,2006-01-05,21-006,CLE,0,HOU,1,44:15,13,19,0.684,3,7,0.429,3,6,0.5,1,8,9,5,1,0,3,4,32,25.7,-10,-9,L
0,31,31,2006-01-07,21-008,CLE,0,MIL,1,45:12,14,22,0.636,3,7,0.429,4,9,0.444,2,5,7,6,0,1,0,1,35,30.6,4,+8,W
0,32,32,2006-01-10,21-011,CLE,0,NYK,1,46:00,14,31,0.452,0,7,0.0,8,11,0.727,0,7,7,7,0,1,1,0,36,25.4,-2,-8,L
0,33,33,2006-01-12,21-013,CLE,1,LAL,1,40:06,11,22,0.5,2,3,0.667,4,9,0.444,0,2,2,9,0,0,5,2,28,16.1,5,-1,L
0,34,34,2006-01-14,21-015,CLE,1,PHO,1,43:45,18,28,0.643,5,8,0.625,5,5,1.0,0,7,7,8,1,0,1,1,46,40.9,-5,-9,L
0,35,35,2006-01-15,21-016,CLE,1,POR,1,41:19,10,26,0.385,1,5,0.2,8,11,0.727,2,11,13,7,1,3,2,3,29,23.1,12,-2,L
0,36,36,2006-01-18,21-019,CLE,1,DEN,1,41:35,7,20,0.35,2,6,0.33299999999999996,8,15,0.5329999999999999,2,9,11,9,0,0,2,5,24,16.4,-3,-1,L
0,37,37,2006-01-20,21-021,CLE,1,GSW,1,35:12,5,22,0.22699999999999998,0,3,0.0,4,6,0.667,1,8,9,6,0,0,6,3,14,-0.1,-9,-20,L
0,38,38,2006-01-21,21-022,CLE,1,UTA,1,42:47,19,35,0.5429999999999999,4,8,0.5,9,11,0.818,0,5,5,8,2,0,3,4,51,37.8,20,+18,W
0,39,39,2006-01-24,21-025,CLE,0,IND,1,35:22,7,21,0.33299999999999996,2,5,0.4,7,10,0.7,0,7,7,8,2,2,1,0,23,20.0,33,+30,W
0,40,40,2006-01-25,21-026,CLE,1,ATL,1,45:54,11,22,0.5,1,5,0.2,15,20,0.75,1,8,9,6,3,1,5,2,38,30.2,10,+9,W
0,41,41,2006-01-27,21-028,CLE,1,IND,1,45:06,12,23,0.522,1,2,0.5,5,8,0.625,1,6,7,9,3,1,6,1,30,23.6,4,+4,W
0,42,42,2006-01-29,21-030,CLE,0,PHO,1,42:45,17,33,0.515,3,7,0.429,7,12,0.583,1,10,11,7,1,1,6,1,44,29.6,5,+7,W
0,43,43,2006-01-30,21-031,CLE,1,CHA,1,31:34,11,19,0.579,2,6,0.33299999999999996,6,11,0.545,1,5,6,6,5,1,4,2,30,26.4,30,+12,W
0,44,44,2006-02-01,21-033,CLE,0,NJN,1,44:26,8,21,0.381,0,2,0.0,10,12,0.833,0,11,11,10,1,1,4,2,26,20.9,5,+6,W
0,45,45,2006-02-02,21-034,CLE,1,MIA,1,39:18,12,29,0.414,2,5,0.4,3,3,1.0,1,4,5,7,1,0,1,0,29,20.3,-15,-28,L
0,46,46,2006-02-04,21-036,CLE,0,PHI,1,47:11,10,17,0.588,2,7,0.28600000000000003,9,10,0.9,2,2,4,6,2,1,4,0,31,27.6,-7,-5,L
0,47,47,2006-02-06,21-038,CLE,0,MIL,1,45:21,9,20,0.45,2,7,0.28600000000000003,2,4,0.5,0,9,9,12,0,2,4,4,22,17.7,-3,+3,W
0,48,48,2006-02-08,21-040,CLE,1,MIN,1,45:38,11,34,0.324,1,5,0.2,12,17,0.706,1,10,11,8,1,0,0,3,35,22.7,10,+6,W
0,49,49,2006-02-10,21-042,CLE,1,WAS,1,45:23,6,23,0.261,0,3,0.0,6,8,0.75,1,8,9,8,1,0,2,2,18,10.4,-13,-12,L
0,50,50,2006-02-11,21-043,CLE,0,GSW,1,43:48,10,17,0.588,5,6,0.833,8,8,1.0,1,4,5,6,1,2,2,5,33,29.6,-15,-8,L
0,51,51,2006-02-13,21-045,CLE,0,SAS,1,40:43,19,33,0.5760000000000001,1,3,0.33299999999999996,5,8,0.625,2,1,3,5,4,0,2,0,44,34.5,12,+14,W
0,52,52,2006-02-15,21-047,CLE,1,BOS,1,53:55,16,32,0.5,0,5,0.0,11,15,0.733,1,11,12,11,2,4,2,5,43,37.9,5,+4,W
0,53,53,2006-02-21,21-053,CLE,0,ORL,1,42:51,10,24,0.41700000000000004,1,5,0.2,5,7,0.7140000000000001,0,2,2,9,1,2,2,0,26,19.7,21,+13,W
0,54,54,2006-02-22,21-054,CLE,1,PHI,1,43:07,13,24,0.542,1,4,0.25,6,10,0.6,3,3,6,5,2,1,6,3,33,21.8,-7,-9,L
0,55,55,2006-02-24,21-056,CLE,0,WAS,1,47:46,7,21,0.33299999999999996,3,8,0.375,8,19,0.42100000000000004,0,7,7,9,1,0,4,2,25,13.3,-8,-8,L
0,56,56,2006-02-26,21-058,CLE,1,DET,1,37:46,9,20,0.45,2,3,0.667,2,3,0.667,1,8,9,7,0,0,3,3,22,15.0,-17,-12,L
0,57,57,2006-02-27,21-059,CLE,0,DET,1,46:34,9,22,0.409,0,3,0.0,8,10,0.8,1,3,4,6,0,1,5,0,26,14.9,-10,-12,L
0,58,58,2006-03-01,21-061,CLE,0,SAC,1,44:40,7,21,0.33299999999999996,1,4,0.25,4,7,0.5710000000000001,1,6,7,12,1,2,5,1,19,13.8,-5,-7,L
0,59,59,2006-03-02,21-062,CLE,1,CHI,1,46:37,11,27,0.40700000000000003,0,3,0.0,11,13,0.846,2,9,11,8,0,1,5,4,33,21.5,4,+1,W
0,60,60,2006-03-05,21-065,CLE,0,CHI,1,46:27,15,28,0.536,1,3,0.33299999999999996,6,6,1.0,0,9,9,7,2,0,3,3,37,28.8,23,+19,W
0,61,61,2006-03-07,21-067,CLE,0,TOR,1,43:44,5,17,0.294,2,6,0.33299999999999996,5,6,0.833,1,11,12,8,1,0,2,2,17,14.5,14,+7,W
0,62,62,2006-03-08,21-068,CLE,1,TOR,1,44:17,13,24,0.542,1,3,0.33299999999999996,8,12,0.667,1,5,6,6,1,0,0,2,35,28.4,-4,+1,W
0,63,63,2006-03-10,21-070,CLE,1,ORL,1,38:58,9,22,0.409,2,6,0.33299999999999996,5,6,0.833,2,5,7,2,2,1,5,0,25,14.8,-18,-29,L
0,64,64,2006-03-12,21-072,CLE,1,MIA,1,45:17,11,27,0.40700000000000003,1,6,0.16699999999999998,24,28,0.857,2,5,7,4,0,1,5,2,47,31.5,-7,-6,L
0,65,65,2006-03-14,21-074,CLE,1,DAL,1,44:58,14,27,0.519,0,2,0.0,8,8,1.0,1,11,12,5,0,2,4,1,36,27.2,-8,-4,L
0,66,66,2006-03-17,21-077,CLE,0,POR,1,44:10,9,23,0.391,1,6,0.16699999999999998,8,10,0.8,2,7,9,5,6,0,1,2,27,24.9,14,+15,W
0,67,67,2006-03-19,21-079,CLE,0,LAL,1,46:52,10,24,0.41700000000000004,3,4,0.75,6,10,0.6,1,7,8,7,1,0,7,3,29,15.1,0,+1,W
0,68,68,2006-03-22,21-082,CLE,0,CHA,1,50:11,10,21,0.47600000000000003,1,5,0.2,16,23,0.696,0,11,11,12,0,1,5,4,37,29.3,5,+2,W
0,69,69,2006-03-24,21-084,CLE,0,BOS,1,44:51,13,26,0.5,4,8,0.5,6,8,0.75,3,4,7,8,2,3,0,2,36,34.4,8,+12,W
0,70,70,2006-03-26,21-086,CLE,1,HOU,1,48:56,14,34,0.41200000000000003,0,4,0.0,8,11,0.727,3,3,6,5,2,0,2,2,36,22.3,4,+2,W
0,71,71,2006-03-29,21-089,CLE,0,DAL,1,43:26,16,23,0.696,4,7,0.5710000000000001,10,13,0.769,0,5,5,4,3,0,2,3,46,39.2,16,+13,W
0,72,72,2006-04-01,21-092,CLE,0,MIA,1,45:29,16,25,0.64,2,6,0.33299999999999996,13,14,0.929,4,8,12,9,2,0,4,3,47,43.8,13,+7,W
0,73,73,2006-04-02,21-093,CLE,1,CHA,1,41:17,13,24,0.542,2,5,0.4,7,9,0.778,1,11,12,8,1,2,3,5,35,29.6,2,+4,W
0,74,74,2006-04-04,21-095,CLE,0,PHI,1,34:40,13,22,0.591,4,10,0.4,7,9,0.778,1,3,4,7,4,0,3,4,37,31.9,15,+33,W
0,75,75,2006-04-05,21-096,CLE,1,NYK,1,44:48,12,24,0.5,4,7,0.5710000000000001,8,14,0.5710000000000001,0,2,2,7,3,0,5,3,36,23.9,-2,-2,L
0,76,76,2006-04-08,21-099,CLE,1,NJN,1,44:09,12,26,0.462,0,3,0.0,13,16,0.813,1,4,5,7,1,0,6,5,37,22.2,5,+6,W
0,77,77,2006-04-10,21-101,CLE,1,NOK,1,42:07,12,24,0.5,0,3,0.0,8,12,0.667,1,3,4,6,0,0,2,1,32,21.8,3,+2,W
0,78,78,2006-04-12,21-103,CLE,1,DET,1,31:21,8,18,0.444,0,3,0.0,6,8,0.75,0,3,3,1,0,0,2,0,22,11.4,-11,-23,L
0,79,79,2006-04-16,21-107,CLE,1,WAS,1,29:32,8,16,0.5,0,0,,1,2,0.5,0,5,5,4,1,1,3,2,17,10.8,-17,-12,L
0,1,1,2006-11-01,21-306,CLE,0,WAS,1,40:38,11,24,0.45799999999999996,2,4,0.5,2,6,0.33299999999999996,3,7,10,5,0,2,5,2,26,15.3,3,+3,W
0,2,2,2006-11-03,21-308,CLE,1,SAS,1,41:53,14,26,0.5379999999999999,1,2,0.5,6,11,0.545,1,9,10,4,1,1,2,3,35,25.1,6,+7,W
0,3,3,2006-11-04,21-309,CLE,1,CHA,1,38:06,3,13,0.231,1,3,0.33299999999999996,9,10,0.9,4,5,9,7,0,1,2,0,16,15.6,-3,-4,L
0,4,4,2006-11-07,21-312,CLE,0,ATL,1,47:17,13,26,0.5,3,8,0.375,5,11,0.455,0,7,7,6,2,1,2,1,34,25.2,-3,-9,L
0,5,5,2006-11-09,21-314,CLE,0,CHI,1,37:50,6,13,0.462,0,1,0.0,7,8,0.875,0,4,4,12,3,2,3,0,19,22.9,26,+19,W
0,6,6,2006-11-11,21-316,CLE,0,BOS,1,43:32,9,17,0.529,1,4,0.25,19,23,0.826,1,7,8,5,3,0,2,4,38,33.8,6,+1,W
0,7,7,2006-11-13,21-318,CLE,1,NYK,1,41:20,10,19,0.526,3,4,0.75,6,9,0.667,0,4,4,6,2,1,3,2,29,22.8,10,+6,W
0,8,8,2006-11-15,21-320,CLE,0,POR,1,38:54,10,15,0.667,3,6,0.5,9,11,0.818,0,7,7,7,2,1,4,2,32,29.6,16,+13,W
0,9,9,2006-11-17,21-322,CLE,0,MIN,1,40:30,12,24,0.5,2,5,0.4,11,14,0.7859999999999999,2,7,9,6,1,2,4,1,37,29.5,12,+16,W
0,10,10,2006-11-18,21-323,CLE,1,WAS,1,33:20,8,20,0.4,0,1,0.0,4,5,0.8,2,3,5,4,2,0,3,2,20,12.1,-22,-12,L
0,11,11,2006-11-21,21-326,CLE,0,MEM,1,41:59,7,21,0.33299999999999996,1,5,0.2,0,1,0.0,0,1,1,9,3,1,3,1,15,9.6,3,+3,W
0,12,12,2006-11-22,21-327,CLE,1,TOR,1,39:55,11,24,0.45799999999999996,2,7,0.28600000000000003,6,9,0.667,0,10,10,8,4,0,2,1,30,26.6,-7,-8,L
0,13,13,2006-11-24,21-329,CLE,1,IND,1,42:26,6,14,0.429,2,2,1.0,16,20,0.8,1,6,7,5,1,0,3,6,30,22.6,1,-10,L
0,14,14,2006-11-25,21-330,CLE,0,PHI,1,40:50,10,20,0.5,1,4,0.25,4,7,0.5710000000000001,0,4,4,11,0,1,7,4,25,14.8,2,+13,W
0,15,15,2006-11-29,21-334,CLE,0,NYK,1,41:11,10,22,0.455,0,5,0.0,7,11,0.636,1,6,7,6,0,1,5,1,27,16.0,-4,-3,L
0,16,16,2006-12-01,21-336,CLE,1,ATL,1,42:55,12,23,0.522,1,3,0.33299999999999996,6,10,0.6,2,5,7,8,3,2,4,4,31,25.4,8,+11,W
0,17,17,2006-12-02,21-337,CLE,1,HOU,1,35:44,7,22,0.318,2,6,0.33299999999999996,5,7,0.7140000000000001,1,4,5,4,0,0,3,2,21,8.5,-13,-18,L
0,18,18,2006-12-06,21-341,CLE,0,TOR,1,40:30,11,18,0.611,1,2,0.5,3,5,0.6,1,5,6,10,1,0,4,1,26,22.8,2,+4,W
0,19,19,2006-12-09,21-344,CLE,0,IND,1,31:52,11,16,0.688,1,3,0.33299999999999996,4,6,0.667,0,7,7,6,1,1,3,0,27,24.4,28,+32,W
0,20,20,2006-12-11,21-346,CLE,1,NOK,1,41:36,7,18,0.389,0,3,0.0,1,1,1.0,3,4,7,6,4,0,3,1,15,13.3,-4,-6,L
0,21,21,2006-12-13,21-348,CLE,0,CHA,1,41:37,6,17,0.353,0,2,0.0,10,11,0.909,1,7,8,7,1,1,6,1,22,15.1,3,+3,W
0,22,22,2006-12-15,21-350,CLE,0,SEA,1,33:37,9,14,0.643,2,3,0.667,2,3,0.667,0,9,9,7,1,0,4,3,22,18.8,22,+22,W
0,23,23,2006-12-16,21-351,CLE,1,ORL,1,41:03,10,19,0.526,2,5,0.4,7,9,0.778,1,4,5,5,0,1,4,4,29,19.4,-7,-7,L
0,24,24,2006-12-20,21-355,CLE,1,NJN,1,40:11,10,22,0.455,1,3,0.33299999999999996,16,21,0.762,0,1,1,8,2,1,3,4,37,27.6,8,-2,L
0,25,25,2006-12-21,21-356,CLE,0,DET,1,43:00,9,20,0.45,0,1,0.0,8,8,1.0,2,8,10,5,2,0,1,1,26,23.5,-20,-16,L
0,26,26,2006-12-23,21-358,CLE,0,ORL,1,42:54,13,21,0.619,2,3,0.667,4,10,0.4,0,7,7,1,0,0,7,1,32,15.5,3,+3,W
0,27,27,2006-12-27,21-362,CLE,1,ATL,1,39:31,10,25,0.4,1,2,0.5,6,8,0.75,1,8,9,3,1,2,1,1,27,18.9,23,+13,W
0,28,28,2006-12-29,21-364,CLE,0,MIL,1,44:01,11,21,0.524,2,6,0.33299999999999996,8,13,0.615,1,3,4,5,1,1,3,5,32,21.5,11,+10,W
0,29,29,2006-12-30,22-000,CLE,1,CHI,1,40:19,15,26,0.5770000000000001,3,4,0.75,0,3,0.0,2,7,9,3,1,0,5,4,33,19.6,6,-7,L
0,30,30,2007-01-02,22-003,CLE,0,SAS,1,40:14,7,17,0.41200000000000003,0,1,0.0,5,11,0.455,0,5,5,5,2,0,3,1,19,11.1,6,+4,W
0,31,31,2007-01-03,22-004,CLE,1,BOS,1,44:47,11,20,0.55,2,3,0.667,8,10,0.8,1,5,6,4,3,1,3,0,32,27.3,3,+3,W
0,32,32,2007-01-05,22-006,CLE,1,MIL,1,42:50,3,13,0.231,0,4,0.0,2,2,1.0,0,5,5,9,1,0,2,1,8,6.5,9,+9,W
0,33,33,2007-01-06,22-007,CLE,0,NJN,1,44:00,9,21,0.429,1,3,0.33299999999999996,0,0,,0,13,13,4,3,3,5,4,19,13.1,4,+5,W
0,34,34,2007-01-09,22-010,CLE,1,SAC,1,43:25,14,26,0.5379999999999999,3,7,0.429,3,3,1.0,1,3,4,7,2,1,3,3,34,26.4,13,+10,W
0,35,35,2007-01-11,22-012,CLE,1,PHO,1,38:49,15,28,0.536,3,9,0.33299999999999996,1,2,0.5,2,4,6,6,1,0,5,2,34,22.0,-20,-19,L
0,36,36,2007-01-13,22-014,CLE,1,LAC,1,42:02,10,23,0.435,0,1,0.0,8,8,1.0,1,5,6,6,1,0,2,4,28,19.7,14,+12,W
0,37,37,2007-01-16,22-017,CLE,1,SEA,1,43:34,8,21,0.381,1,7,0.14300000000000002,13,15,0.867,1,6,7,8,2,1,4,0,30,24.5,-7,-5,L
0,38,38,2007-01-17,22-018,CLE,1,POR,1,35:07,8,21,0.381,1,4,0.25,6,13,0.462,3,3,6,2,1,0,4,0,23,10.1,-24,-18,L
0,39,39,2007-01-19,22-020,CLE,1,DEN,1,43:52,9,23,0.391,0,1,0.0,12,14,0.857,2,8,10,10,2,0,3,2,30,25.7,-3,-11,L
0,40,40,2007-01-20,22-021,CLE,1,GSW,1,45:52,14,22,0.636,2,7,0.28600000000000003,2,5,0.4,0,7,7,5,4,0,9,2,32,20.8,5,+2,W
0,41,41,2007-01-22,22-023,CLE,0,ORL,1,43:23,6,15,0.4,0,3,0.0,6,13,0.462,0,4,4,5,3,0,2,2,18,12.0,-2,-11,L
0,42,42,2007-01-24,22-025,CLE,0,PHI,1,53:10,14,26,0.5379999999999999,3,8,0.375,8,13,0.615,2,8,10,5,1,0,4,2,39,27.9,-8,-3,L
0,43,43,2007-01-28,22-029,CLE,0,PHO,1,42:04,12,22,0.545,3,6,0.5,3,6,0.5,2,7,9,5,2,0,3,2,30,23.4,-8,-15,L
0,44,44,2007-02-01,22-033,CLE,1,MIA,1,35:35,6,18,0.33299999999999996,2,7,0.28600000000000003,3,8,0.375,1,5,6,9,1,0,2,4,17,10.7,-12,-3,L
0,45,45,2007-02-02,22-034,CLE,0,CHA,1,35:39,7,13,0.5379999999999999,0,1,0.0,4,8,0.5,1,9,10,3,2,0,1,1,18,16.2,17,+20,W
0,46,46,2007-02-04,22-036,CLE,0,DET,1,43:17,9,22,0.409,1,4,0.25,2,3,0.667,0,5,5,6,2,0,3,2,21,12.7,-12,-12,L
0,47,47,2007-02-07,22-039,CLE,0,LAC,1,36:19,4,13,0.308,1,2,0.5,2,2,1.0,0,7,7,3,1,1,2,1,11,7.0,15,+17,W
0,48,48,2007-02-09,22-041,CLE,0,MIA,1,41:08,12,22,0.545,1,4,0.25,4,8,0.5,1,6,7,6,0,0,2,1,29,21.1,22,+24,W
0,49,49,2007-02-11,22-043,CLE,0,LAL,1,38:21,5,16,0.313,0,2,0.0,8,12,0.667,1,7,8,5,1,1,1,3,18,13.0,3,+9,W
0,50,50,2007-02-14,22-046,CLE,1,UTA,1,42:39,9,25,0.36,0,3,0.0,5,9,0.556,3,7,10,4,1,3,0,2,23,16.8,10,-1,L
0,51,51,2007-02-15,22-047,CLE,1,LAL,1,39:48,10,16,0.625,0,1,0.0,18,22,0.818,0,4,4,3,3,0,3,4,38,30.9,4,+6,W
0,52,52,2007-02-21,22-053,CLE,1,TOR,1,36:49,12,25,0.48,0,1,0.0,5,5,1.0,0,4,4,2,1,1,3,3,29,16.4,5,+1,W
0,53,53,2007-02-22,22-054,CLE,0,CHI,1,42:58,13,28,0.46399999999999997,1,4,0.25,2,8,0.25,3,4,7,2,3,0,3,1,29,16.5,3,-6,L
0,54,54,2007-02-25,22-057,CLE,1,MIA,1,41:30,10,22,0.455,2,5,0.4,7,12,0.583,0,3,3,7,0,1,2,2,29,19.3,6,-5,L
0,55,55,2007-02-27,22-059,CLE,0,NOK,1,42:50,14,22,0.636,3,4,0.75,4,7,0.5710000000000001,1,4,5,8,2,1,4,1,35,29.8,16,+8,W
0,56,56,2007-03-01,22-061,CLE,1,DAL,1,39:58,17,27,0.63,1,4,0.25,4,8,0.5,0,3,3,5,0,0,2,2,39,26.9,-2,-3,L
0,57,57,2007-03-03,22-063,CLE,0,TOR,1,37:22,10,20,0.5,1,3,0.33299999999999996,15,17,0.882,2,3,5,6,0,3,2,1,36,31.4,23,+23,W
0,58,58,2007-03-05,22-065,CLE,0,HOU,1,41:38,12,24,0.5,3,6,0.5,5,9,0.556,1,11,12,8,0,0,3,2,32,24.2,-1,+6,W
0,59,59,2007-03-07,22-067,CLE,1,DET,1,50:40,17,31,0.5479999999999999,1,3,0.33299999999999996,6,8,0.75,2,5,7,8,3,1,4,4,41,31.9,8,+4,W
0,60,60,2007-03-10,22-070,CLE,1,MIL,1,36:30,12,22,0.545,4,6,0.667,4,4,1.0,0,8,8,9,3,1,6,5,32,25.8,15,+2,W
0,61,61,2007-03-11,22-071,CLE,0,IND,1,38:42,10,22,0.455,2,6,0.33299999999999996,4,5,0.8,3,4,7,6,3,1,2,2,26,22.6,23,+11,W
0,62,62,2007-03-14,22-074,CLE,1,MEM,1,29:35,11,17,0.647,4,7,0.5710000000000001,3,6,0.5,1,5,6,4,3,0,2,0,29,26.3,35,+22,W
0,63,63,2007-03-17,22-077,CLE,0,UTA,1,43:40,8,21,0.381,0,6,0.0,8,13,0.615,2,15,17,9,2,2,4,3,24,20.9,7,+9,W
0,64,64,2007-03-20,22-080,CLE,1,CHA,1,46:33,12,31,0.387,2,9,0.222,11,12,0.917,2,4,6,6,1,3,3,4,37,25.0,-5,-8,L
